title,snippet,link
"Underwater networked wireless sensor data collection for computational intelligence techniques: issues, challenges, and approaches",… This technology determines the undiscovered resources present in the water through computational intelligence (CI) techniques. CI here pertains to the capability of a system to acquire …,https://ieeexplore.ieee.org/iel7/6287639/8948470/09133539.pdf
Coronary artery heart disease prediction: a comparative study of computational intelligence techniques,"… In this paper, we compared a number of computational intelligence techniques for the prediction of coronary artery heart disease. Seven computational intelligence techniques named …",https://www.researchgate.net/profile/Md-Islam-191/publication/338748285_Coronary_Artery_Heart_Disease_Prediction_A_Comparative_Study_of_Computational_Intelligence_Techniques/links/5e29b7d24585150ee77dd608/Coronary-Artery-Heart-Disease-Prediction-A-Comparative-Study-of-Computational-Intelligence-Techniques.pdf
A novel ensemble computational intelligence approach for the spatial prediction of land subsidence susceptibility,"Land subsidence (LS) is a significant problem that can cause loss of life, damage property, and disrupt local economies. The Semnan Plain is an important part of Iran, where LS is a …",https://www.academia.edu/download/63026196/A_Novel_Ensemble_Computational_Intelligence_Approach_for_the_Spatial_Prediction_of_Land_Subsidence_Susceptibility_202020200420-128124-1a.pdf
Quantum approximate optimization: A computational intelligence perspective,… specifically on topics relevant to computational intelligence. … the overall landscape of computational intelligence is a topic … We have seen that computational intelligence can be used to …,https://arxiv.org/pdf/2407.07202
Shear capacity estimation of FRP-reinforced concrete beams using computational intelligence,"Fibre Reinforced Polymer (FRP) bars have great potential for the strengthening of the existing buildings. They also can be used as a suitable replacement for steel bars. Therefore, the …",https://www.academia.edu/download/104182105/j.istruc.2020.08.07620230711-1-r381v4.pdf
Computational intelligence-based classification system for the diagnosis of memory impairment in psychoactive substance users,"… Computational intelligence techniques have emerged as a … was not considered, until Artificial Intelligence (AI) techniques … Computational intelligence was used in this study to classify a …",https://link.springer.com/content/pdf/10.1186/s13677-024-00675-z.pdf
Applying the computational intelligence paradigm to nuclear power plant operation: A review (1990-2015),"… computation algorithms (GAs/ECAs), fuzzy logic (FL) inference systems (FLIS) and their variants as well as combinations, the computational intelligence (… as the artificial-intelligence-(AI)…",https://www.igi-global.com/viewtitle.aspx?titleid=241882
"Evolutionary fuzzy systems for explainable artificial intelligence: Why, when, what for, and where to?",… est advances within the area of computational intelligence. They consist of evolutionary … They must play an important role for the emerging area of eXplainable Artificial Intelligence (…,https://arpi.unipi.it/bitstream/11568/986994/7/Evolutionary.pdf
A robust green traffic‐based routing problem for perishable products distribution,"… Section 3 introduces the model validation and represents the computational results of the case study. Finally, Section 4 discusses the results and presents future research. …",https://www.academia.edu/download/89567547/coin.1224020220813-1-dv45dd.pdf
"Artificial intelligence within the interplay between natural and artificial computation: Advances in data science, trends and applications","… intelligence and all its supporting tools, eg machine and deep learning in computational intelligence-… science and artificial intelligence within the interplay between natural and artificial …",https://www.sciencedirect.com/science/article/am/pii/S0925231220309292
Nature-inspired optimizers,"… in Computational Intelligence”(SCI) publishes new developments and advances in the various areas of computational intelligence… , and design methods of computational intelligence, as …",https://www.researchgate.net/profile/Seyedali-Mirjalili/publication/347096197_Nature-Inspired_Optimizers_Theories_Literature_Reviews_and_Applications_Theories_Literature_Reviews_and_Applications/links/63ecb5cd51d7af0540272e22/Nature-Inspired-Optimizers-Theories-Literature-Reviews-and-Applications-Theories-Literature-Reviews-and-Applications.pdf
Hybrid intelligence,"… be overcome by researchers in the field of Hybrid Intelligence, since a key requirement for integrating human input into an AI system is the translation of a system’s state and needs in a …",https://arxiv.org/pdf/2105.00691
A hybrid approach combining control theory and AI for engineering self-adaptive systems,"… The System Manager is responsible for controlling … artificial intelligence (AI), which makes our approach hybrid and improves the self-adaptation process. For this purpose, the system …",https://arxiv.org/pdf/2004.11793
Predicting COVID-19 in China using hybrid AI model,"… With the proposed hybrid AI model, we also make a prediction about the cumulative confirmed cases in Wuhan, and all of China, the data used for prediction were collected from …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3555202
The future of human-AI collaboration: a taxonomy of design knowledge for hybrid intelligence systems,"… for implementing such systems? The purpose of this paper is to point towards … hybrid intelligence systems. Thereby, we aim at conceptualizing the idea of hybrid intelligence systems …",https://arxiv.org/pdf/2105.03354
